x_loc,y_loc,radius,mass,x_vel,y_vel
472,105,6,1.2,-1.638865,0.397063
597,146,4,6.7e-05,1.123525,1.779402
376,265,6,1.2,-0.903439,1.273368
443,390,10,1.674481,-0.977147,0.510502
85,360,8,1.6,0.719223,-0.193378
47,375,6,1.2,-0.195366,0.283539
382,295,3,5e-05,0.484652,0.718705
90,118,6,1.2,-0.01593,1.418767
491,10,7,1.4,1.626118,-1.254734
115,56,8,1.6,-0.993167,-0.006253
535,237,4,6.7e-05,1.305823,0.176735
598,437,3,5e-05,0.656339,-1.861842
609,92,1,1.7e-05,-0.988116,0.056478
135,105,7,1.4,-0.480501,0.863384
382,275,4,6.7e-05,1.570477,-0.812205
466,198,8,1.6,-0.077447,1.731287
556,203,9,1.8,1.919508,0.809586
23,102,6,1.2,0.888887,-0.703689
447,333,9,1.8,1.598132,1.143706
98,89,4,6.7e-05,-1.812753,-1.11334
333,303,7,1.4,-1.821772,1.707023
536,165,8,1.6,-1.910743,-0.062393
111,205,7,1.4,-1.282134,0.038332
599,72,8,1.6,0.535135,-0.528899
266,343,4,6.7e-05,-0.044867,0.310192
491,455,9,1.8,-1.840356,-0.015444
327,15,1,1.7e-05,0.737721,-0.973767
441,314,3,5e-05,-1.790806,-0.266278
391,98,4,6.7e-05,0.470791,-0.769199
409,331,9,1.8,0.351398,0.731256
380,103,3,5e-05,0.789785,0.328142
470,287,8,1.6,0.803898,0.658452
276,283,2,3.3e-05,1.696408,1.81643
435,464,7,1.4,-1.969384,0.540145
61,441,2,3.3e-05,1.657117,0.505509
364,33,10,1.674481,-1.814918,-0.153421
354,60,9,1.8,-1.794428,0.054894
246,173,5,1.0,1.370367,-1.845659
543,370,4,6.7e-05,-1.65801,-1.873779
440,159,9,1.8,-1.581889,0.507758
203,230,3,5e-05,-1.581928,-1.785
34,77,10,1.674481,-0.420999,0.419736
371,80,9,1.8,1.097797,1.125864
422,55,6,1.2,1.061222,1.155613
56,333,3,5e-05,0.320895,1.518493
612,14,4,6.7e-05,0.961433,0.467362
268,1,5,1.0,1.678119,-1.957285
212,435,7,1.4,-1.430458,1.445568
578,421,6,1.2,-0.846973,-0.900396
423,302,6,1.2,1.531197,-0.805064
496,478,4,6.7e-05,0.991428,1.485254
408,91,10,1.674481,1.579998,0.357432
219,40,1,1.7e-05,-0.713408,-0.726016
217,203,8,1.6,-1.216404,1.336777
300,260,3,5e-05,1.032561,1.239079
173,174,8,1.6,1.74609,-1.137981
370,376,4,6.7e-05,-1.494812,1.240133
264,34,5,1.0,-0.188522,-0.099797
217,111,3,5e-05,0.912627,-0.729097
12,259,9,1.8,-1.853125,0.239651
110,251,2,3.3e-05,1.174049,-0.492241
57,12,7,1.4,-0.732066,1.5926
577,162,8,1.6,0.470961,1.811427
206,46,4,6.7e-05,-0.301749,-0.050176
156,13,2,3.3e-05,1.348134,-1.694824
411,119,3,5e-05,0.944432,-0.117051
239,465,2,3.3e-05,1.182983,-1.335069
601,101,5,1.0,0.167756,0.871813
447,101,5,1.0,-0.462577,-1.652119
268,399,7,1.4,-1.244173,-0.55111
117,97,9,1.8,-1.938961,1.979415
295,202,3,5e-05,-0.171949,-1.516622
623,351,1,1.7e-05,0.300496,1.745227
423,468,9,1.8,0.395559,0.309755
143,191,1,1.7e-05,1.327195,-0.654981
318,106,4,6.7e-05,-1.34879,1.605323
32,411,4,6.7e-05,-1.889216,-1.167178
9,17,10,1.674481,0.97312,-0.999605
564,16,4,6.7e-05,0.860586,1.082159
398,283,2,3.3e-05,-0.762054,1.477407
424,446,10,1.674481,1.492665,-1.116307
623,381,6,1.2,-0.145028,0.993705
248,7,8,1.6,-1.984266,-0.611279
579,251,8,1.6,-0.854955,0.961335
13,77,3,5e-05,1.035692,-1.351128
325,61,9,1.8,0.836811,-0.632355
598,10,6,1.2,0.804249,-0.783702
380,364,1,1.7e-05,-1.790536,1.586274
189,372,8,1.6,-1.757389,-0.543458
240,278,6,1.2,1.342425,0.066494
204,392,5,1.0,-1.165388,-1.363522
499,326,10,1.674481,0.759685,1.563514
570,432,9,1.8,-1.736289,1.191544
453,265,5,1.0,-0.216934,-1.9742
346,253,8,1.6,-0.137003,-0.572038
462,328,3,5e-05,-0.851386,0.258465
394,186,10,1.674481,1.514532,0.15739
483,346,3,5e-05,-1.523572,1.942488
52,93,2,3.3e-05,1.116767,-1.876799
543,144,7,1.4,-1.468378,1.071195
66,457,10,1.674481,-0.808611,0.405857
164,212,1,1.7e-05,1.631301,-1.687406
367,32,1,1.7e-05,1.525062,0.900302
508,215,4,6.7e-05,-1.272736,0.882203
438,394,5,1.0,0.884841,0.476577
125,119,4,6.7e-05,-0.566698,0.609926
441,278,1,1.7e-05,1.750886,-0.421241
371,453,8,1.6,0.197316,0.043331
394,117,2,3.3e-05,-1.474902,0.489403
632,341,3,5e-05,-1.314771,1.515958
594,220,3,5e-05,0.973277,0.480006
121,353,8,1.6,0.100117,-1.254132
159,77,10,1.674481,0.644556,-1.473012
36,412,6,1.2,-0.709566,-0.521393
137,416,4,6.7e-05,1.873666,-1.383377
393,266,9,1.8,-0.683301,1.778205
160,41,6,1.2,0.881865,1.547569
238,142,3,5e-05,1.410594,-0.091058
598,167,9,1.8,0.321034,-1.406429
507,10,5,1.0,0.616336,-0.863356
121,161,10,1.674481,0.67536,1.297929
324,236,5,1.0,-1.556461,-0.827395
255,232,7,1.4,-1.688292,1.071927
121,343,8,1.6,0.333077,0.821412
563,385,4,6.7e-05,1.55445,0.079386
508,427,10,1.674481,-1.285995,1.530275
157,197,4,6.7e-05,0.748348,-0.039964
170,248,10,1.674481,-0.342391,0.750253
429,336,2,3.3e-05,0.323473,-0.206088
556,324,3,5e-05,1.081951,1.578127
447,21,4,6.7e-05,-0.278701,-0.34611
209,59,5,1.0,-0.427733,0.379037
637,50,6,1.2,1.520803,-1.121241
227,125,2,3.3e-05,0.204016,-0.853729
271,347,9,1.8,-1.564364,-1.456611
339,32,1,1.7e-05,-0.908098,0.947917
92,390,10,1.674481,1.798206,-0.483752
461,302,7,1.4,-1.660803,1.369609
395,223,7,1.4,-1.771321,-1.919398
179,179,10,1.674481,1.32226,-1.50097
15,442,7,1.4,-1.129432,-0.198052
139,384,7,1.4,-1.630916,0.376145
31,312,10,1.674481,0.742705,0.154658
211,113,2,3.3e-05,-1.113518,-0.198089
10,218,10,1.674481,1.912499,1.986663
12,110,6,1.2,1.28523,-0.353917
137,53,3,5e-05,-1.450101,1.022525
138,127,1,1.7e-05,1.35283,0.054597
248,227,10,1.674481,1.910688,-1.280909
360,263,1,1.7e-05,-1.646363,-0.902713
593,345,6,1.2,1.277255,-1.849832
126,220,5,1.0,-1.793509,1.686786
475,147,2,3.3e-05,-0.535332,1.482831
429,406,3,5e-05,0.926942,-0.330151
360,115,10,1.674481,-1.217867,-1.209788
639,444,4,6.7e-05,-0.590136,-1.233024
372,116,10,1.674481,-1.158259,-1.861152
341,450,4,6.7e-05,-0.122775,1.212377
189,184,2,3.3e-05,1.803325,0.488
581,164,9,1.8,0.604549,0.31226
225,201,8,1.6,1.892901,-0.918898
299,281,2,3.3e-05,0.224377,-0.928711
39,189,9,1.8,0.590161,0.775327
199,34,10,1.674481,-0.914235,0.213275
71,103,9,1.8,1.491216,0.947721
589,163,8,1.6,-0.199595,0.054851
582,327,7,1.4,-1.387065,1.22557
255,218,7,1.4,0.029974,-0.828118
401,349,3,5e-05,-1.121529,-0.406872
544,201,6,1.2,-0.056398,-0.918388
386,316,1,1.7e-05,-1.749536,-0.891894
544,424,7,1.4,1.93579,1.996417
161,181,7,1.4,0.642596,0.230493
280,42,5,1.0,1.574749,-1.228334
297,477,3,5e-05,-1.899636,-1.210539
17,214,5,1.0,1.703719,-1.731395
312,335,9,1.8,-0.348171,0.454967
561,422,9,1.8,0.253509,1.491935
197,288,6,1.2,1.041795,-1.979489
24,353,2,3.3e-05,-1.17556,0.317643
490,281,4,6.7e-05,-1.314665,1.490065
422,391,4,6.7e-05,1.309521,1.469418
1,97,9,1.8,-0.04822,1.298911
225,215,3,5e-05,1.125987,1.987885
157,383,2,3.3e-05,1.4308,-1.627258
379,314,9,1.8,1.246032,1.485604
90,476,5,1.0,-1.919668,-0.550186
31,443,7,1.4,-1.069751,-1.492763
451,189,3,5e-05,1.012362,1.756824
557,384,3,5e-05,-0.284363,-1.880403
140,207,8,1.6,1.915345,0.376834
213,238,10,1.674481,-0.304399,1.381773
584,278,5,1.0,-1.336398,-1.067154
141,33,4,6.7e-05,-1.613744,-1.331671
536,256,10,1.674481,1.518142,-1.704486
47,341,2,3.3e-05,0.430894,1.081114
281,95,10,1.674481,-0.360164,-1.486051
50,308,4,6.7e-05,-1.275359,-1.201043
43,142,8,1.6,1.583868,0.952
129,72,2,3.3e-05,1.400781,0.341886
608,228,10,1.674481,-1.668398,0.851246
16,178,5,1.0,-1.825344,-0.583762
273,0,6,1.2,0.717909,1.544201
151,276,1,1.7e-05,1.127881,-0.210772
218,106,5,1.0,1.383269,1.651678
197,150,1,1.7e-05,-1.267625,0.085845
490,229,7,1.4,1.907209,1.835898
523,147,7,1.4,-1.520713,0.361801
410,5,4,6.7e-05,-1.074109,-1.432475
91,263,7,1.4,0.473091,0.445545
284,101,5,1.0,0.534726,0.418929
500,417,10,1.674481,0.742172,1.967471
256,399,4,6.7e-05,0.645449,0.090716
315,78,4,6.7e-05,0.752129,1.720385
410,109,3,5e-05,1.220852,-0.090903
158,218,6,1.2,1.11154,-0.891345
548,21,8,1.6,0.017224,-1.993365
398,421,9,1.8,0.776126,-0.806078
624,148,2,3.3e-05,-1.828625,0.798801
214,300,4,6.7e-05,-0.316621,-1.095522
16,57,5,1.0,-0.475199,0.276916
118,197,10,1.674481,-1.8392,-0.892347
336,362,7,1.4,-0.383523,-0.907767
155,177,8,1.6,-0.099408,1.027841
109,132,1,1.7e-05,-1.16329,1.255321
125,240,7,1.4,-1.400729,-0.853852
617,385,8,1.6,-0.090411,-0.46078
406,170,4,6.7e-05,-1.860961,-0.479363
412,168,5,1.0,-1.578512,0.995037
477,63,8,1.6,-0.052649,-1.466136
418,62,6,1.2,0.482537,-0.787429
256,237,10,1.674481,-0.688181,0.069419
279,270,4,6.7e-05,-1.487841,1.014523
625,102,1,1.7e-05,1.967454,0.413129
629,261,3,5e-05,-1.739952,1.420938
398,120,5,1.0,-1.046707,-0.494575
486,294,9,1.8,1.158576,0.975702
216,237,9,1.8,-0.048048,-1.528914
90,66,10,1.674481,-0.831539,-0.610885
558,290,1,1.7e-05,-1.364116,1.016535
68,328,1,1.7e-05,0.955774,1.676851
630,447,6,1.2,-0.229029,1.337914
152,369,10,1.674481,1.928624,-1.317401
95,423,2,3.3e-05,-1.624243,1.529071
44,207,10,1.674481,0.447724,-0.610726
621,147,4,6.7e-05,0.517718,-0.411952
308,392,3,5e-05,-0.208806,0.855045
81,66,6,1.2,1.544478,1.881978
417,5,1,1.7e-05,-0.291027,0.324926
561,100,2,3.3e-05,-1.204856,-0.106839
212,200,5,1.0,-1.69716,1.012756
225,407,3,5e-05,1.389918,1.940504
286,463,1,1.7e-05,-1.319023,0.286017
478,291,3,5e-05,1.839657,1.96128
230,93,1,1.7e-05,0.386231,-1.072042
286,169,5,1.0,-1.401927,-0.628221
446,52,5,1.0,1.134045,-0.980905
254,331,8,1.6,-0.668206,0.928924
608,90,2,3.3e-05,1.391827,-1.270327
335,252,1,1.7e-05,1.694264,-0.626783
519,415,3,5e-05,-0.759619,-0.031919
415,362,2,3.3e-05,-1.61159,0.457963
248,391,7,1.4,1.331176,1.108715
490,475,1,1.7e-05,-0.345822,0.621332
319,415,7,1.4,1.951801,1.623719
133,293,4,6.7e-05,-1.522766,-1.581518
71,52,3,5e-05,0.665786,1.31768
283,403,1,1.7e-05,-1.086398,1.269646
476,124,4,6.7e-05,0.572831,-0.491609
475,361,5,1.0,-0.196907,-1.346843
291,163,7,1.4,-1.399578,-1.525859
419,235,8,1.6,-0.126016,1.584995
18,282,1,1.7e-05,-1.93597,-0.345862
71,288,9,1.8,-1.978598,1.562901
147,233,5,1.0,0.49205,-0.763873
531,129,2,3.3e-05,1.79326,0.991945
246,367,2,3.3e-05,1.322323,1.185894
350,381,7,1.4,-1.611384,-0.650461
538,138,8,1.6,0.555016,1.400276
559,473,6,1.2,0.880473,-0.156308
481,476,5,1.0,-0.637242,-1.685179
459,60,1,1.7e-05,-0.095735,1.242549
159,248,1,1.7e-05,0.838786,-0.547225
370,22,9,1.8,0.879109,0.878804
44,246,3,5e-05,0.021805,0.436131
366,119,7,1.4,-0.02444,-1.316183
129,153,6,1.2,-1.062506,1.200836
62,96,10,1.674481,-1.409594,-0.656803
245,40,7,1.4,-1.756153,0.880809
318,289,7,1.4,-0.862656,1.025972
145,338,7,1.4,-1.999209,1.017591
628,119,1,1.7e-05,1.491493,-1.954509
303,453,9,1.8,0.912081,-0.517459
168,47,8,1.6,-1.233175,-0.736802
195,110,6,1.2,-0.355039,-1.622198
269,104,2,3.3e-05,1.439995,-1.348196
528,199,7,1.4,-1.433018,-0.164296
11,340,9,1.8,1.71571,1.742042
376,32,9,1.8,-1.45757,0.187065
32,351,10,1.674481,1.398695,-1.695025
406,239,7,1.4,0.374864,-0.233584
309,319,5,1.0,-0.872458,-1.551505
590,297,4,6.7e-05,-1.137739,-0.60228
382,302,4,6.7e-05,0.860156,-1.425943
166,438,4,6.7e-05,-0.439384,-0.823603
343,378,9,1.8,-1.804745,-0.784215
184,376,4,6.7e-05,-1.762287,-0.07389
339,317,4,6.7e-05,-0.235627,-1.079046
43,133,7,1.4,-1.427338,-1.384533
85,474,6,1.2,0.83887,0.658019
270,420,9,1.8,0.868888,1.523917
430,356,6,1.2,1.734602,-1.428252
471,387,4,6.7e-05,0.126494,0.498284
106,272,6,1.2,-1.240441,-1.844999
283,195,8,1.6,-1.855606,-0.591454
621,458,3,5e-05,-1.556435,-1.889187
602,56,9,1.8,-1.161904,-0.216607
572,298,8,1.6,0.65074,1.896387
630,135,2,3.3e-05,1.869766,-1.623451
604,147,6,1.2,-1.406737,-0.165333
186,107,5,1.0,1.109142,1.898387
631,66,4,6.7e-05,-1.395887,0.159884
587,304,3,5e-05,-1.294565,-0.562903
493,22,1,1.7e-05,0.302921,1.636659
102,417,5,1.0,-0.274292,0.935458
358,317,9,1.8,-1.487378,-1.568748
75,366,6,1.2,-0.602962,-1.044114
204,121,8,1.6,-1.754739,-1.700731
522,297,4,6.7e-05,-1.408078,0.88964
477,315,5,1.0,-0.146199,1.426257
200,238,8,1.6,-0.145213,0.004639
544,441,3,5e-05,1.123884,-0.306645
546,165,6,1.2,-0.177703,1.917804
439,64,1,1.7e-05,0.31081,-0.160753
62,337,1,1.7e-05,0.03527,1.230139
539,302,2,3.3e-05,1.271915,0.37308
378,466,6,1.2,-0.431297,-0.860246
511,380,3,5e-05,-0.386107,-1.727036
72,116,6,1.2,-1.772335,0.398918
550,66,6,1.2,1.119682,-1.559548
231,423,4,6.7e-05,-0.278983,1.355782
217,151,2,3.3e-05,-1.03417,1.201079
525,4,6,1.2,-0.739527,0.363695
397,210,8,1.6,0.433983,1.380627
532,395,2,3.3e-05,1.325835,0.309682
233,237,4,6.7e-05,1.333853,-0.99642
496,7,8,1.6,-0.78483,1.093887
43,292,4,6.7e-05,1.173494,-1.384046
375,235,3,5e-05,0.410354,0.40426
212,472,5,1.0,-1.712677,1.645472
587,116,7,1.4,-1.898009,-0.353473
50,70,1,1.7e-05,1.435939,-0.174586
157,412,2,3.3e-05,-1.751127,1.980219
370,214,5,1.0,1.6987,-0.575957
54,333,6,1.2,0.725123,0.997731
338,197,9,1.8,1.101539,-0.390695
323,55,8,1.6,0.909341,-0.110305
507,140,3,5e-05,-0.666629,0.460008
121,192,5,1.0,-0.855142,-1.839317
266,448,5,1.0,-1.010922,-0.901428
209,304,9,1.8,0.663454,0.880082
387,451,10,1.674481,1.042556,-1.684517
546,227,2,3.3e-05,-1.787104,0.787577
316,393,5,1.0,0.759993,-1.484445
570,121,6,1.2,0.074108,-0.656616
560,413,3,5e-05,-0.020608,0.686705
426,382,10,1.674481,1.285788,1.160446
23,277,7,1.4,0.06808,1.749459
565,442,1,1.7e-05,1.763785,1.789859
414,321,4,6.7e-05,1.484659,-0.40594
201,68,2,3.3e-05,0.398366,-0.60535
283,445,3,5e-05,0.881636,1.372887
185,277,2,3.3e-05,1.343124,1.07396
622,140,10,1.674481,0.193861,0.002596
574,290,6,1.2,-0.601677,1.140882
469,39,5,1.0,1.0159,-0.785159
600,273,5,1.0,-0.606842,-1.665497
516,101,9,1.8,1.290786,-1.896652
579,292,6,1.2,0.807236,-1.694549
10,238,3,5e-05,1.340876,1.489042
626,414,8,1.6,-0.493499,-1.185028
200,421,6,1.2,-0.894394,-1.285069
630,31,4,6.7e-05,-0.553666,-1.871904
283,452,9,1.8,1.434814,-0.993847
61,250,8,1.6,-0.021313,-1.414635
312,216,6,1.2,0.373472,1.415545
43,328,6,1.2,1.658395,-0.294697
131,160,4,6.7e-05,-0.498014,0.224066
161,169,1,1.7e-05,0.247001,-0.477855
573,301,5,1.0,1.066846,1.989361
527,94,10,1.674481,-0.546422,-0.816268
375,173,10,1.674481,-1.550209,-0.578702
127,79,1,1.7e-05,-0.08622,0.103279
587,193,7,1.4,-0.619438,0.86087
618,301,3,5e-05,-0.637254,-1.113371
69,227,2,3.3e-05,-0.679948,-1.605683
343,100,8,1.6,-1.647526,1.894225
342,330,9,1.8,1.379109,-1.266878
365,197,10,1.674481,1.896807,-0.588298
311,85,9,1.8,0.902915,-1.866364
392,335,2,3.3e-05,-0.827757,-0.199891
45,156,4,6.7e-05,1.378355,-1.452615
170,436,10,1.674481,-0.673281,-1.402774
348,473,4,6.7e-05,-1.626207,-1.480419
325,229,5,1.0,-0.288974,-0.544205
208,73,1,1.7e-05,0.140724,-1.22252
178,43,10,1.674481,-1.266023,1.724109
520,59,8,1.6,1.9591,-0.034629
123,282,5,1.0,-0.000362,0.847261
148,333,6,1.2,-0.800427,-1.067891
294,38,6,1.2,-0.332713,0.510051
53,91,10,1.674481,0.422005,-0.469961
473,329,8,1.6,-1.645642,-1.468819
153,422,8,1.6,0.593204,0.572705
156,189,7,1.4,1.197367,0.866582
581,269,8,1.6,0.597989,-1.776999
584,69,3,5e-05,-1.047742,1.241569
121,371,10,1.674481,1.027602,-1.87447
20,205,5,1.0,-1.426202,-0.810139
54,89,5,1.0,-0.953869,-0.167176
82,129,1,1.7e-05,-0.30261,-0.127072
398,164,10,1.674481,1.517876,-0.578857
349,103,9,1.8,-1.03845,-0.790114
421,137,4,6.7e-05,1.825927,-0.1873
40,133,2,3.3e-05,0.109953,-1.360659
252,249,7,1.4,-0.200308,-1.591718
110,304,7,1.4,-0.24066,0.528545
531,297,4,6.7e-05,1.103576,-1.382781
141,73,8,1.6,1.236503,0.369175
270,122,6,1.2,-1.079086,0.944949
167,87,3,5e-05,-1.219912,-1.93292
215,369,1,1.7e-05,1.632595,-1.037646
218,145,10,1.674481,-0.458328,0.368026
144,459,8,1.6,0.816641,1.513275
427,306,7,1.4,-0.330631,-1.6001
82,203,6,1.2,-0.864055,-1.103137
634,244,1,1.7e-05,-1.093455,1.227667
170,193,9,1.8,0.322705,-1.612601
343,299,8,1.6,1.508571,0.484121
313,31,1,1.7e-05,1.531895,1.256175
601,72,6,1.2,1.971654,-0.060421
209,61,4,6.7e-05,-0.131568,-1.783651
167,434,2,3.3e-05,1.630043,-0.201831
463,304,8,1.6,0.847137,-0.041661
153,170,7,1.4,-0.690421,0.482083
377,258,6,1.2,-0.515666,1.901095
498,478,9,1.8,1.006425,-1.494488
373,466,8,1.6,-0.913267,-1.769714
533,258,3,5e-05,0.099719,1.993867
613,30,6,1.2,-0.373902,-0.707641
506,342,7,1.4,0.623852,-1.188266
307,404,8,1.6,-1.013233,-0.344274
404,475,5,1.0,1.225698,-1.844399
525,80,2,3.3e-05,-0.874006,1.223718
222,7,1,1.7e-05,-1.443832,0.656879
293,73,9,1.8,-1.035709,-0.770878
452,177,6,1.2,0.374612,-1.866322
236,245,9,1.8,-0.595152,1.403428
509,305,8,1.6,1.915242,1.149643
631,442,6,1.2,-0.940746,0.822308
512,146,8,1.6,-1.200365,-0.853138
77,256,3,5e-05,-1.395434,-1.990754
343,470,5,1.0,1.785513,0.88831
237,437,8,1.6,-0.039973,0.914783
293,347,8,1.6,0.222677,0.4191
563,114,8,1.6,0.606842,-1.836143
218,205,10,1.674481,-1.225427,1.641755
432,233,3,5e-05,1.46737,-1.504008
178,32,6,1.2,-0.126736,-1.972828
192,12,7,1.4,-0.700605,-1.108864
622,428,7,1.4,1.406544,0.433053
442,82,10,1.674481,0.346679,-0.627159
374,4,6,1.2,1.351982,-0.575991
327,53,10,1.674481,0.26302,-0.753565
623,311,7,1.4,-0.317316,1.770832
584,328,5,1.0,-0.246536,0.820182
80,268,6,1.2,1.575662,0.14698
282,219,2,3.3e-05,-1.719793,-1.651394
228,471,9,1.8,-0.36036,1.865723
475,363,8,1.6,-0.947627,-0.218815
311,272,2,3.3e-05,-0.748157,0.651399
556,358,3,5e-05,-1.495668,0.108712
80,303,9,1.8,-0.029098,0.371845
324,477,6,1.2,1.423913,0.741887
161,225,7,1.4,-0.702117,0.657042
357,474,4,6.7e-05,1.568626,0.724521
618,385,10,1.674481,0.49045,-1.820709
95,429,5,1.0,-1.060698,-1.741233
279,138,2,3.3e-05,0.519273,-1.533138
508,48,6,1.2,0.463964,-1.256172
571,246,10,1.674481,-1.632027,0.663673
8,269,6,1.2,-0.486224,-1.119279
434,122,9,1.8,-0.78536,0.232222
167,474,10,1.674481,1.074902,0.22825
50,390,9,1.8,-1.840834,-1.786939
293,136,4,6.7e-05,1.588982,-1.3059
546,282,6,1.2,0.1615,-1.888895
335,123,9,1.8,0.41878,0.965723
632,317,1,1.7e-05,0.713849,1.070798
492,86,1,1.7e-05,0.666971,0.017339
365,295,7,1.4,-1.540468,1.868615
400,261,7,1.4,1.67486,1.083696
307,115,4,6.7e-05,1.247367,-1.191012
278,300,5,1.0,0.079754,0.940817
609,478,9,1.8,-1.738674,1.677902
385,390,9,1.8,1.75695,0.971572
457,153,10,1.674481,-0.370537,-0.724264
407,18,9,1.8,-0.942464,-0.878568
70,227,2,3.3e-05,-1.269495,-0.004647
393,390,3,5e-05,0.646174,1.56681
572,231,1,1.7e-05,1.559652,1.026273
155,195,8,1.6,1.934052,-0.519468
566,295,6,1.2,1.152175,1.589767
105,35,8,1.6,-1.830615,-1.457176
41,474,9,1.8,0.436912,0.023713
541,323,1,1.7e-05,0.611069,0.732116
321,8,4,6.7e-05,-0.942818,0.02157
159,261,6,1.2,1.859709,-1.215082
188,16,6,1.2,1.518813,0.914399
107,105,7,1.4,0.749884,-0.888143
222,465,3,5e-05,1.751967,1.21877
15,88,4,6.7e-05,1.492057,0.163225
386,190,8,1.6,-1.675148,0.372777
563,364,9,1.8,-1.307242,-1.779401
171,14,3,5e-05,0.33254,-0.723623
579,305,3,5e-05,-1.334125,-1.013322
359,135,9,1.8,-0.767682,-1.833277
500,89,5,1.0,-0.181337,1.452639
23,479,6,1.2,1.261117,-1.465183
48,84,3,5e-05,-0.979069,-0.036846
266,342,1,1.7e-05,-0.459494,-1.811737
2,475,6,1.2,0.835852,-0.288196
504,456,3,5e-05,-1.459912,0.276595
607,64,5,1.0,0.077176,0.374018
69,196,9,1.8,-0.674686,-1.009092
606,348,2,3.3e-05,-1.362845,0.623595
622,239,5,1.0,0.527836,-1.173099
285,283,5,1.0,0.237438,-0.242759
226,24,4,6.7e-05,0.859836,-0.497834
269,466,5,1.0,-1.581649,-1.82035
80,362,9,1.8,-0.694432,1.788926
221,82,9,1.8,0.455448,-1.527145
622,160,7,1.4,-1.812888,1.435964
144,186,4,6.7e-05,-0.18287,0.319112
48,304,4,6.7e-05,0.552415,1.912262
632,405,2,3.3e-05,-0.2033,-0.591092
216,346,10,1.674481,1.773355,1.736886
104,321,5,1.0,1.179048,0.339655
121,279,10,1.674481,0.916564,1.622062
173,290,4,6.7e-05,-1.929798,-0.666135
276,343,8,1.6,0.688677,0.40123
226,5,7,1.4,-1.205482,-1.74025
350,424,8,1.6,1.911199,0.781603
501,376,7,1.4,0.087592,-1.558994
616,202,5,1.0,0.765678,-0.670003
237,136,1,1.7e-05,0.281655,-1.009271
580,46,10,1.674481,1.205206,0.912646
526,302,4,6.7e-05,0.935226,0.168815
204,251,7,1.4,-0.023408,1.887709
219,257,3,5e-05,1.171135,-0.369728
304,114,3,5e-05,0.832445,-1.584603
403,16,5,1.0,-0.712526,0.094623
36,301,10,1.674481,-1.907369,-0.412111
424,172,9,1.8,1.872047,1.016436
296,476,2,3.3e-05,-0.752395,0.376245
3,324,5,1.0,-0.259332,0.567863
466,282,5,1.0,-1.819957,-1.056763
605,438,4,6.7e-05,-0.621524,1.877625
71,474,4,6.7e-05,-0.051392,-0.641126
639,342,5,1.0,-1.587381,-1.221823
589,417,9,1.8,0.883568,1.209386
125,237,10,1.674481,0.812551,-1.236302
591,467,3,5e-05,-1.888964,-0.727813
511,146,5,1.0,0.214864,1.302745
412,307,6,1.2,0.676178,0.004577
144,235,3,5e-05,0.402007,-1.304447
20,391,9,1.8,0.225967,-1.563076
478,400,3,5e-05,-0.579129,-1.917819
311,30,1,1.7e-05,1.860531,-1.857481
397,405,10,1.674481,-1.623269,-1.30657
599,164,7,1.4,-0.411536,-1.727713
265,391,3,5e-05,-1.16381,-1.733544
419,153,4,6.7e-05,1.730305,1.651029
552,127,5,1.0,-0.29321,1.824252
408,89,6,1.2,-0.489834,1.281826
616,379,5,1.0,-0.956424,1.158873
163,21,5,1.0,0.735668,-0.996176
204,333,1,1.7e-05,-1.997012,1.564157
327,279,9,1.8,-0.69774,-0.646484
14,456,9,1.8,0.691998,1.732051
452,63,1,1.7e-05,0.838338,-0.737635
567,64,5,1.0,-0.129833,-1.630414
363,294,4,6.7e-05,1.659646,-1.557906
310,169,1,1.7e-05,0.122741,-1.684873
71,375,3,5e-05,-1.16049,0.048351
9,192,7,1.4,-0.187518,-1.712267
477,79,8,1.6,0.485753,1.335116
356,201,3,5e-05,-0.83605,1.189241
576,396,6,1.2,-1.707586,-0.601289
459,254,6,1.2,-0.231893,1.836472
233,204,1,1.7e-05,0.642003,-0.23876
333,199,8,1.6,0.614095,-0.839302
439,362,3,5e-05,0.268096,0.744477
514,336,7,1.4,1.668257,-0.679308
44,469,8,1.6,0.68233,1.205758
407,357,7,1.4,-1.065263,1.843597
359,423,10,1.674481,0.995303,-0.304026
241,466,4,6.7e-05,0.574485,-0.712946
63,3,9,1.8,-0.911909,0.384345
393,130,1,1.7e-05,-1.175287,-1.523845
579,288,4,6.7e-05,1.708128,1.161769
311,77,6,1.2,0.188338,-0.479445
29,379,4,6.7e-05,-1.102325,1.256208
143,173,5,1.0,-1.121938,0.206666
170,325,3,5e-05,-1.092803,0.143218
23,289,3,5e-05,1.265051,-0.277791
420,287,7,1.4,-0.822378,0.309452
218,89,3,5e-05,0.131037,0.981482
367,156,3,5e-05,1.338637,-0.56795
104,12,5,1.0,1.684009,-1.975886
558,295,4,6.7e-05,0.876809,-0.008307
191,251,8,1.6,0.705017,1.099839
280,144,7,1.4,-0.340308,0.016242
153,292,7,1.4,-0.33727,0.706321
510,4,2,3.3e-05,-0.422701,-0.789657
329,179,10,1.674481,0.141066,-1.022392
65,364,6,1.2,-1.042042,-0.962297
601,101,10,1.674481,0.404595,1.90549
284,274,9,1.8,-0.622667,-1.795367
483,17,5,1.0,-1.154117,-0.52571
303,313,9,1.8,0.59642,-1.369596
260,150,4,6.7e-05,-0.757458,-0.961873
561,227,1,1.7e-05,-0.897781,0.705335
